Name,Genres,Episodes,Score,Cluster
First Love,Hentai,3.0,6.77,4
Ojousama☆Yomeiri Kousou!,Hentai,2.0,6.87,4
Kansen 5: The Daybreak,Hentai,3.0,6.4,4
Jewelpet Kira☆Deco!,Fantasy,52.0,6.86,4
Jewelpet Movie: Sweets Dance Princess,Fantasy,1.0,6.06,4
Arcana Famiglia,"Action, Fantasy, Romance",12.0,6.26,4
Himitsu no Akko-chan: Umi da! Obake da!! Natsu Matsuri,UNKNOWN,1.0,5.71,4
Naruto SD: Rock Lee no Seishun Full-Power Ninden,"Action, Comedy",51.0,7.16,4
Katte ni Kaizou Specials,"Comedy, Sci-Fi",3.0,6.28,4
Sono Mukou no Mukougawa,UNKNOWN,1.0,5.46,4
Dark Blue,Hentai,2.0,5.84,4
Please ♥♥♥♥ Me!,Hentai,2.0,6.75,4
Aneki no Kounai Kaikinbi,Hentai,1.0,5.44,4
Arashi no Yoru ni: Himitsu no Tomodachi,"Adventure, Drama",26.0,6.59,4
Battle Break,Action,1.0,5.31,4
Anime Koukyoushi: Jungle Taitei,Adventure,1.0,6.4,4
Bishoujo Animerama: Miyuki-chan SOS-H Shichauzo,Hentai,1.0,4.4,4
Aimai Elegy,UNKNOWN,1.0,6.51,4
Sankarea OVA,"Comedy, Horror, Romance, Supernatural, Ecchi",2.0,7.2,4
Peace Hame!,Hentai,6.0,7.06,4
Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura Specials,Sports,2.0,7.1,3
Fushigi na Kusuri,"Award Winning, Comedy, Slice of Life",1.0,5.31,4
Kitsutsuki Keikaku,"Comedy, Slice of Life",1.0,4.98,4
Youkoso Uchuujin,Comedy,1.0,5.23,4
Hana to Mogura,"Award Winning, Comedy",1.0,5.46,4
Ojiichan ga Kaizoku Datta Koro,Comedy,1.0,5.33,4
Nazo no Kanojo X: Nazo no Natsu Matsuri,"Mystery, Romance, Ecchi",1.0,7.28,4
Hakuouki: Reimeiroku,"Action, Drama, Supernatural",12.0,7.43,4
Hakuouki Movie 1: Kyoto Ranbu,"Action, Drama, Supernatural",1.0,7.6,4
Hakuouki Movie 2: Shikon Soukyuu,"Action, Drama, Supernatural",1.0,7.7,4
Shinsekai yori,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Suspense",25.0,8.28,3
Gakkatsu!,Comedy,25.0,6.43,4
Shiba Inuko-san,Comedy,26.0,5.69,4
Baku Tech! Bakugan,Action,51.0,5.87,4
Cardfight!! Vanguard: Asia Circuit-hen,Action,39.0,6.78,4
Renkyori Enai,UNKNOWN,1.0,6.25,4
Kuromajo-san ga Tooru!!,"Comedy, Slice of Life",60.0,6.58,4
Hagure Yuusha no Aesthetica,"Action, Fantasy, Ecchi",12.0,6.74,4
Furusato Saisei: Nippon no Mukashibanashi,Supernatural,258.0,6.89,4
Buta,"Adventure, Comedy, Fantasy",1.0,6.41,4
Wasurenagumo,"Comedy, Supernatural",1.0,7.04,4
Puka Puka Juju,"Fantasy, Slice of Life",1.0,6.62,4
Shiranpuri (Movie),Drama,1.0,6.25,4
Little Charo,Slice of Life,50.0,6.15,3
Fate/Zero Remix,"Action, Fantasy, Supernatural",2.0,7.01,4
Juusen Battle Monsuno,"Action, Adventure",52.0,6.42,4
"Misenai Namida wa, Kitto Itsuka",Fantasy,1.0,6.02,4
Monster Farm: Legend e no Michi,"Action, Adventure, Comedy, Fantasy",25.0,6.73,4
Lupin the Third: Mine Fujiko to Iu Onna,"Action, Adventure, Award Winning, Comedy, Ecchi",13.0,7.77,3
Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,Comedy,9.0,5.48,4
Guskou Budori no Denki (2012),"Award Winning, Drama, Fantasy, Slice of Life",1.0,6.24,4
Hishoka Drop The Animation,Hentai,1.0,6.25,4
Himesama Gentei!,Hentai,2.0,6.78,4
Kyonyuu Fantasy,"Fantasy, Supernatural, Hentai",2.0,7.34,4
Bible Black: New Testament Recap,Hentai,1.0,6.29,4
Metal Fight Beyblade Zero G,"Adventure, Sports",38.0,6.02,4
Mugen no Ryvius: Illusion,Comedy,6.0,5.46,4
Mass Effect: Paragon Lost,"Action, Adventure, Sci-Fi",1.0,6.27,4
Shin Tennis no Ouji-sama Specials,"Comedy, Sports",7.0,7.49,4
Lupin III: Lupin Ikka Seizoroi,"Adventure, Comedy",1.0,6.65,4
Lupin VIII,"Adventure, Comedy",1.0,5.53,4
Shin Hikari Shinwa: Palutena no Kagami,"Adventure, Comedy, Fantasy",3.0,6.33,4
Blossom,UNKNOWN,1.0,6.5,4
Haru wa Kuru,Adventure,1.0,5.71,4
Kyoto Animation: Ajisai-hen,UNKNOWN,1.0,5.6,4
Inazuma Eleven Go: Chrono Stone,Sports,51.0,7.23,3
Fate/Zero: Onegai! Einzbern Soudanshitsu,Comedy,6.0,6.65,4
Shinryaku!! Ika Musume,"Comedy, Slice of Life",3.0,7.47,4
Hunter x Hunter Movie 1: Phantom Rouge,"Action, Adventure, Fantasy",1.0,7.27,4
FlashBack,UNKNOWN,1.0,6.61,4
One Off,Slice of Life,4.0,6.4,3
Galaxy Angel Specials,"Comedy, Sci-Fi",2.0,6.78,4
Houkago no Tinker Bell,"Comedy, Drama, Mystery, Romance, Slice of Life",1.0,5.45,4
Usogui,UNKNOWN,1.0,4.9,4
Shounen Ninja Kaze no Fujimaru,"Action, Adventure",65.0,5.8,4
Kyoto Animation: Hoshi-hen,Fantasy,1.0,5.78,4
Henshin Gattai! 5 tsu no Atsuki Tamashii,UNKNOWN,1.0,4.16,4
Crimson Girls: Chikan Shihai,Hentai,3.0,6.35,4
Jormungand: Perfect Order,"Action, Adventure",12.0,7.9,4
Tari Tari,Slice of Life,13.0,7.29,3
Fuse: Teppou Musume no Torimonochou,"Action, Drama, Supernatural",1.0,7.31,4
Chouyaku Hyakuninisshu: Uta Koi.,"Comedy, Romance",13.0,7.44,4
High School DxD Specials,"Comedy, Romance, Ecchi",6.0,7.27,1
PistStar,UNKNOWN,1.0,4.5,4
Samchongsa: Time Machine 001,"Adventure, Sci-Fi",1.0,5.03,4
"Kono Naka ni Hitori, Imouto ga Iru!","Comedy, Mystery, Romance, Ecchi",12.0,6.51,4
Cornelis,Comedy,1.0,5.18,4
Kyoto Animation: Hana-hen,Slice of Life,1.0,5.73,3
Kyoto Animation: Sora-hen,Slice of Life,1.0,5.57,3
Recorder to Randoseru Re♪,"Comedy, Slice of Life",13.0,6.82,4
Okusama wa Michael,Hentai,2.0,6.12,4
Rakuen Tsuihou,"Action, Sci-Fi",1.0,7.3,4
Inu x Boku SS: Miketsukami-kun Henka/Switch/Omamagoto,"Comedy, Supernatural",1.0,7.54,4
Utsu Musume Sayuri,"Avant Garde, Comedy",1.0,1.98,4
Doudou,Fantasy,2.0,5.45,4
Moyashimon Returns,"Comedy, Gourmet, Supernatural",11.0,7.21,4
Guilty Crown: Lost Christmas - An Episode of Port Town,"Action, Drama, Sci-Fi",1.0,6.88,3
Wheels,Comedy,1.0,4.46,4
Fushigi Sekai Atagoul Monogatari,Adventure,1.0,4.95,4
PES: Peace Eco Smile,Slice of Life,7.0,5.53,3
Sakasama no Patema: Beginning of the Day,Sci-Fi,4.0,7.34,4
Himitsukessha Taka no Tsume NEO,Comedy,38.0,5.82,4
Taka no Tsume NEO Announcement Movie,Comedy,1.0,4.8,4
Shinpi no Hou,"Adventure, Supernatural",1.0,5.05,4
Shiawasette Naani,Fantasy,1.0,4.76,4
Shippuu! Iron Leaguer: Silver no Hata no Moto ni,Sports,5.0,6.31,3
Hyouka: Motsubeki Mono wa,"Mystery, Slice of Life",1.0,7.35,3
Uchuu Kyoudai: Apo's Dream,"Comedy, Sci-Fi",1.0,5.34,4
Tokyo Disney Resort: Yume ga Kanau Basho,Slice of Life,1.0,6.06,3
Anima,UNKNOWN,1.0,5.08,4
Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,Comedy,1.0,5.11,4
Ryuugajou Nanana no Maizoukin PV,"Comedy, Supernatural",1.0,6.55,4
Organic,Comedy,1.0,5.01,4
Binbougami ga!,"Comedy, Supernatural",13.0,7.68,4
Rui no Masaiban,Fantasy,1.0,4.85,4
Nantokashite Alguard,UNKNOWN,1.0,4.3,4
Lovely Day: Boku to Kanojo no Nana Nichikan,Hentai,1.0,5.94,4
Guilty Crown: 4-koma Gekijou,Comedy,11.0,6.92,4
The Four Seasons,Slice of Life,4.0,6.07,3
Natsuyuki Rendezvous,"Drama, Romance, Supernatural",11.0,7.27,3
Persona 4 the Animation: No One is Alone,"Adventure, Mystery, Sci-Fi, Supernatural",1.0,7.48,4
"Suki de Suki de, Suki de The Animation",Hentai,2.0,6.79,4
Robotics;Notes,"Drama, Mystery, Sci-Fi",22.0,7.32,3
Psycho-Pass,"Action, Mystery, Sci-Fi, Suspense",22.0,8.34,3
Sayonara Zetsubou Sensei Special Omake,Comedy,1.0,6.56,4
Furiko,"Drama, Romance",1.0,7.47,4
Hi no Youjin,"Award Winning, Slice of Life",1.0,6.3,3
Imouto Twins,Hentai,1.0,5.83,4
Little Busters!,"Comedy, Drama, Supernatural",26.0,7.48,3
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,"Comedy, Romance",13.0,6.92,4
To LOVE-Ru Darkness,"Comedy, Romance, Sci-Fi, Ecchi",12.0,7.43,4
Naruto: Shippuuden Movie 6 - Road to Ninja,"Action, Adventure, Fantasy",1.0,7.68,4
Owari no Chronicle,"Action, Adventure, Fantasy, Sci-Fi",1.0,5.05,4
Otome Nadeshiko Koi Techou,UNKNOWN,1.0,5.85,4
Ao no Exorcist Movie Special,Comedy,1.0,6.75,4
Tottoko Hamtarou Hai!,Adventure,77.0,6.68,4
Nekogami Yaoyorozu Specials,"Comedy, Supernatural",7.0,6.09,4
Taisei Kensetsu CMs,Drama,6.0,5.87,4
Ippatsu Hicchuu!! Devander,"Action, Sci-Fi",1.0,5.24,4
Afro Samurai Movie,"Action, Adventure",1.0,7.54,4
Kennel Tokorozawa,"Comedy, Ecchi",1.0,3.63,4
Rinne no Lagrange: Kamogawa Days,"Comedy, Sci-Fi, Slice of Life",1.0,6.77,4
Koukyoushihen Eureka Seven: New Order,"Adventure, Drama, Romance, Sci-Fi",1.0,6.58,3
Shanshui Qing,UNKNOWN,1.0,6.51,4
Mashiro-iro Symphony: The Color of Lovers Picture Drama,"Drama, Romance",2.0,6.43,4
Sakura-sou no Pet na Kanojo,"Drama, Romance",24.0,8.08,4
Junjou Romantica OVA,"Boys Love, Comedy, Drama, Romance",2.0,7.7,4
Kamen no Ninja Akakage,"Action, Fantasy",23.0,6.58,4
Uhou Renka,Hentai,2.0,6.64,4
Little Nemo Pilot (1984),Adventure,1.0,6.06,4
Fashion no Hajimari,Comedy,1.0,4.47,4
The Green Wind,Fantasy,1.0,4.92,4
Pokemon: Meloetta no Kirakira Recital,"Adventure, Comedy, Fantasy",1.0,6.43,4
Corpse Party: Missing Footage,Horror,1.0,5.97,4
Kamiusagi Rope Movie Episode 0,"Comedy, Slice of Life",1.0,5.27,4
Nagareboshi Lens,Romance,1.0,6.59,4
Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,Action,1.0,5.01,4
Detective Conan Bonus File: Fantasista Flower,"Comedy, Mystery, Sports",1.0,7.34,4
Detective Conan OVA 12: The Miracle of Excalibur,"Comedy, Mystery, Sports",1.0,7.01,4
Wild Adapter,"Action, Drama, Mystery",2.0,6.18,4
To LOVE-Ru Darkness OVA,"Comedy, Romance, Sci-Fi, Ecchi",6.0,7.54,4
Queen's Blade: Rebellion Specials,Ecchi,6.0,6.07,4
Souhaku Shisuferia,UNKNOWN,1.0,5.47,4
Accel World: Acchel World.,"Comedy, Sci-Fi",8.0,6.18,4
Arve Rezzle: Kikaijikake no Yousei-tachi,"Action, Drama, Mystery, Sci-Fi, Suspense",1.0,6.23,4
Star☆Jewel Gaiden: Natsumi Oblivion,"Girls Love, Hentai",1.0,4.97,4
Sacred Seven: Shirogane no Tsubasa Picture Drama,"Action, Comedy, Sci-Fi",2.0,6.06,4
Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,"Adventure, Comedy, Drama, Fantasy, Romance",3.0,7.28,3
Houkago Midnighters,Fantasy,1.0,6.11,4
Saishuu Chikan Densha Next,Hentai,2.0,6.61,4
Accel World EX,"Action, Romance, Sci-Fi",2.0,7.1,4
Ashita no Eleven-tachi,Sports,1.0,5.44,3
Dennou Coil Recaps,"Adventure, Comedy, Drama, Mystery, Sci-Fi",2.0,6.15,4
Milky Gal: Cats Ai,Hentai,1.0,4.4,4
Thermae Romae x LOFT Collaboration,Comedy,4.0,5.72,4
Thermae Romae x Asahi Shimbun Digital Collaboration,Comedy,1.0,5.85,4
Thermae Romae x Yoyogi Animation Gakuin Collaboration,Comedy,1.0,6.18,4
663114,"Award Winning, Fantasy",1.0,5.2,4
Thermae Romae: Kodai Romajin ga Uchuu e,Comedy,1.0,5.75,4
Goulart Knights: Evoked the Beginning White,"Action, Drama, Fantasy, Supernatural",1.0,5.86,4
"Akai Shouzou: Char, Soshite Frontal e","Action, Drama, Sci-Fi",1.0,5.94,3
R²: Rise R to the Second Power,UNKNOWN,1.0,5.19,4
Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,"Comedy, Romance, Ecchi",1.0,7.03,1
Mangirl!,"Comedy, Slice of Life",13.0,5.8,4
Ikusa Otome Valkyrie G,"Fantasy, Supernatural, Hentai",2.0,6.35,4
Mashiro-iro Symphony: Airi ga Anata no Kanojo ni!?,Romance,1.0,6.12,4
Kimagure Orange☆Road: Tanabata Special,UNKNOWN,1.0,6.59,4
Ginga Hyouryuu Vifam: Chicago Super Police 13,"Action, Comedy",1.0,5.6,4
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,"Comedy, Ecchi",10.0,6.18,4
Zetsuen no Tempest,"Action, Drama, Fantasy, Mystery",24.0,7.91,3
Blood-C: None-None Gekijou,Comedy,7.0,6.05,4
Pokemon Best Wishes! Season 2,"Action, Adventure, Comedy, Fantasy",24.0,6.42,4
Kamen Rider Fourze x Crayon Shin-chan,"Action, Comedy",4.0,5.74,4
Blood-C: Special Edition,"Action, Horror, Supernatural",2.0,6.75,4
Pokemon Black and White 2: Introduction Movie,"Action, Fantasy",1.0,7.39,4
Otogi no Kuni no Birthday,UNKNOWN,1.0,4.94,4
Papa Love: Papa to Icha Ero Shitai Musume-tachi to Hitotsu Yane no Shita de,Hentai,2.0,6.73,4
Starless: 21st Century Nymphomaniacs,Hentai,4.0,6.51,4
Girls & Panzer,Action,12.0,7.52,4
"Hanayaka Nari, Waga Ichizoku: Kinetograph",Drama,2.0,6.35,4
Upotte!! Miatte Waratte,"Comedy, Ecchi",1.0,6.47,4
Hanasaku Iroha Movie: Home Sweet Home,Drama,1.0,7.84,4
Oedo wa Nemurenai!,"Drama, Fantasy",1.0,5.32,4
Aitsu to Lullaby: Suiyobi no Cinderella,"Drama, Romance",1.0,5.82,4
Tasogare Otome x Amnesia: Taima Otome,"Horror, Mystery, Romance, Supernatural",1.0,7.49,3
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,"Comedy, Romance, Ecchi",12.0,6.44,1
Lovely Series,Hentai,2.0,4.6,4
Fruits Version,Hentai,2.0,5.0,4
Instant History,UNKNOWN,312.0,5.97,4
Otogi Manga Calendar,UNKNOWN,312.0,5.86,4
Tonari no Kaibutsu-kun,"Comedy, Romance",13.0,7.48,4
Akuemon,"Fantasy, Romance",1.0,5.91,4
Salad Land,Fantasy,1.0,5.21,4
Busou Shinki,"Action, Sci-Fi, Slice of Life",12.0,6.3,4
Lunn wa Kaze no Naka,"Drama, Romance",1.0,5.87,4
Ribbon no Kishi (1999),Adventure,1.0,5.91,4
My Melody no Akazukin,Fantasy,1.0,5.75,4
Persona 4 the Animation: The Factor of Hope,"Action, Adventure, Mystery, Supernatural",1.0,7.27,4
Chitose Get You!!,"Comedy, Romance",26.0,6.2,4
Vividred Operation,"Action, Sci-Fi, Ecchi",12.0,6.44,4
Suki tte Ii na yo.,"Drama, Romance",13.0,7.41,4
Nerawareta Gakuen,"Romance, Sci-Fi",1.0,6.9,4
Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,Sci-Fi,1.0,6.45,4
Tanken Driland,"Adventure, Fantasy",37.0,6.58,4
Btooom!,"Action, Sci-Fi",12.0,7.29,4
Ryo,"Action, Drama",1.0,5.83,4
Little Witch Academia,"Adventure, Comedy, Fantasy",1.0,7.8,4
Death Billiards,"Drama, Supernatural, Suspense",1.0,7.89,3
Yama no Susume,"Adventure, Comedy, Slice of Life",12.0,6.83,4
Vocaloid China Project Senden Animation,Fantasy,5.0,5.84,4
Tenshi na Konamaiki Specials,UNKNOWN,13.0,5.91,4
Arata naru Sekai: World's/Start/Load/End,Sci-Fi,1.0,6.25,4
Shoujo x Shoujo x Shoujo The Animation,Hentai,2.0,6.82,4
Sore Ike! Anpanman: Yomigaere Bananajima,"Adventure, Comedy, Fantasy",1.0,6.31,4
Chihayafuru 2,"Drama, Sports",25.0,8.38,3
Persona 3 the Movie 1: Spring of Birth,"Action, Fantasy, Supernatural",1.0,7.54,4
K,"Action, Fantasy, Mystery",13.0,7.43,4
Kaguya-hime: Taketori Monogatari,Hentai,1.0,4.49,4
Mahoutsukai Nara Miso wo Kue!,Fantasy,1.0,5.17,4
Minami-ke Tadaima,"Comedy, Slice of Life",13.0,7.65,4
Magi: The Labyrinth of Magic,"Action, Adventure, Fantasy",25.0,8.02,4
Sasami-san@Ganbaranai,"Comedy, Romance, Supernatural",12.0,6.66,4
Neko Ramen: Ore no Shouyu Aji,"Comedy, Gourmet",13.0,5.81,4
Medaka Box Abnormal,"Action, Comedy, Ecchi",12.0,7.4,4
Super Majingga 3,"Action, Sci-Fi",1.0,4.65,4
Cinnamon no Parade,Fantasy,1.0,5.73,4
Love 2 Quad,Hentai,3.0,6.7,4
Koutetsu no Majo Annerose,"Action, Supernatural, Hentai",4.0,6.76,4
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,Comedy,12.0,5.22,4
Minami-ke Omatase,"Comedy, Slice of Life",1.0,7.39,4
Rinne no Lagrange Specials,Comedy,6.0,6.18,4
Stranger: Mukou Hadan Pilot,"Action, Adventure",1.0,7.01,4
Recorder to Randoseru,"Comedy, Slice of Life",2.0,6.74,4
Starship Troopers: Invasion,"Action, Sci-Fi",1.0,6.64,4
Hiiro no Kakera 2,"Fantasy, Romance",13.0,7.17,4
Tantei Opera Milky Holmes: Alternative,"Comedy, Mystery",2.0,6.48,4
Hayate no Gotoku! Can't Take My Eyes Off You,Comedy,12.0,7.03,4
Netorare Zuma,Hentai,1.0,6.28,4
Hump Bang,Hentai,2.0,6.41,4
Kindan no Byoutou The Animation,Hentai,2.0,6.46,4
Queen's Blade Rebellion vs. Hagure Yuusha no Aesthetica,"Action, Fantasy, Ecchi",1.0,6.08,4
Aura: Maryuuin Kouga Saigo no Tatakai,"Drama, Romance",1.0,7.33,4
Rinne no Lagrange: Kamogawa Memoria,"Action, Comedy, Sci-Fi",1.0,6.27,4
Onegai☆Teacher: Reminiscence Disc,"Comedy, Romance, Sci-Fi",1.0,6.63,4
Yurumates 3D Plus,"Comedy, Slice of Life",13.0,6.38,4
Kamisama Hajimemashita,"Comedy, Fantasy, Romance",13.0,8.1,4
JoJo no Kimyou na Bouken (TV),"Action, Adventure, Supernatural",26.0,7.89,3
Detective Conan Movie 17: Private Eye in the Distant Sea,"Adventure, Comedy, Mystery",1.0,7.67,3
Chuunibyou demo Koi ga Shitai!,"Comedy, Romance",12.0,7.71,4
Nara Shika Monogatari,Comedy,1.0,5.18,4
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,"Comedy, Romance",13.0,6.93,4
Bishoujo Senshi Sailor Moon Crystal,"Fantasy, Romance",26.0,7.1,4
Hori-san to Miyamura-kun,Romance,6.0,7.39,4
Ixion Saga DT,"Action, Comedy, Fantasy",25.0,7.14,4
Roboteuwang Sseonsyakeu,"Action, Sci-Fi",1.0,4.87,4
Kara no Kyoukai Movie: Mirai Fukuin,"Drama, Mystery, Supernatural",1.0,8.0,4
GJ-bu,"Comedy, Slice of Life",12.0,7.3,4
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Comedy, Romance",13.0,8.01,4
Mouretsu Pirates: Abyss of Hyperspace,Sci-Fi,1.0,7.1,4
D.C.III: Da Capo III,"Drama, Romance, Ecchi",13.0,6.5,4
Fate/kaleid liner Prisma☆Illya,"Action, Comedy, Fantasy",10.0,7.03,4
Maoyuu Maou Yuusha,"Adventure, Fantasy, Romance",12.0,7.24,3
The iDOLM@STER Shiny Festa,"Comedy, Drama",3.0,7.18,4
Dragon Ball Z Movie 14: Kami to Kami,"Action, Adventure, Fantasy",1.0,7.4,4
Tsukumo,Supernatural,1.0,6.61,4
Eureka Seven AO: Jungfrau no Hanabana-tachi,"Action, Adventure, Drama, Sci-Fi",1.0,6.25,4
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,"Comedy, Ecchi",1.0,6.3,4
"Dakara Boku wa, H ga Dekinai. Mie Sugi! Mizugi Contest","Comedy, Romance, Ecchi",1.0,6.64,1
Battle Spirits: Sword Eyes,"Adventure, Fantasy",29.0,6.52,4
RDG: Red Data Girl,"Drama, Fantasy, Romance",12.0,6.56,3
Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!,"Adventure, Comedy, Fantasy",1.0,6.17,4
AKB0048: Next Stage,Sci-Fi,13.0,7.63,4
Onegai My Melody: Yuu & Ai,"Comedy, Fantasy",1.0,6.09,4
Yurumates 3D OVA,"Comedy, Slice of Life",1.0,6.06,4
Wonderful Rush,UNKNOWN,1.0,7.3,4
Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2,"Comedy, Fantasy, Supernatural",8.0,6.37,4
Boku wa Tomodachi ga Sukunai Next,"Comedy, Romance, Ecchi",12.0,7.29,1
Chousoku Henkei Gyrozetter,Action,51.0,6.44,4
Harem Time The Animation,Hentai,2.0,7.11,4
Gogo no Kouchou: Junai Mellow yori,Hentai,1.0,6.74,4
JK to Ero Giin Sensei,Hentai,2.0,6.49,4
Kyou no Asuka Show,"Comedy, Ecchi",20.0,6.59,4
Shin Koihime†Musou: Otome Tairan OVA Omake,"Adventure, Comedy, Fantasy, Ecchi",1.0,6.15,4
Yuki no Taiyou Pilot,Drama,1.0,5.35,4
Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,"Horror, Mystery, Supernatural",4.0,6.44,3
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Drama, Supernatural",1.0,7.85,3
Haitai Nanafa,"Comedy, Supernatural",13.0,5.87,4
Litchi DE Hikari Club,"Comedy, Drama, Horror, Romance",8.0,5.16,4
Love Live! School Idol Project,Slice of Life,13.0,7.41,3
Initial D Fifth Stage,"Action, Drama",14.0,8.09,4
Aikatsu!,Slice of Life,178.0,7.46,3
Kaiketsu Zorori Da-Da-Da-Daibouken!,"Adventure, Comedy",1.0,6.19,4
Tabisuru Nuigurumi: Traveling Daru,Slice of Life,1.0,7.16,3
Amnesia,"Fantasy, Mystery, Romance",12.0,5.99,4
Koihime†Musou OVA Omake,"Adventure, Comedy, Fantasy, Ecchi",1.0,6.02,4
Shin Koihime†Musou OVA Omake,"Adventure, Comedy, Fantasy, Ecchi",1.0,6.07,4
Tropical Kiss,Hentai,3.0,7.08,4
Cuticle Tantei Inaba,"Comedy, Fantasy, Mystery",12.0,7.25,4
Kami nomi zo Shiru Sekai: Tenri-hen,"Comedy, Romance, Supernatural",2.0,7.68,4
Senran Kagura,"Action, Comedy, Ecchi",12.0,6.29,4
Teekyuu,"Comedy, Sports",12.0,6.55,4
Sakura Taisen: Kanadegumi,UNKNOWN,1.0,5.54,4
Aoi Sekai no Chuushin de,"Action, Adventure, Fantasy, Ecchi",3.0,5.69,4
Entotsuya Peroo,UNKNOWN,1.0,5.23,4
Tsuki no Miya no Oujo-sama,UNKNOWN,1.0,5.25,4
Yukiwatari,Fantasy,1.0,6.08,4
Fantastic Children: Befort no Kodomo-tachi no Sonogo,Slice of Life,1.0,6.87,3
Macross FB7: Ore no Uta wo Kike!,"Action, Romance, Sci-Fi",1.0,6.28,4
Hetalia: The Beautiful World,Comedy,20.0,7.42,4
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,Action,1.0,7.46,4
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,Action,1.0,7.28,4
Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,Action,1.0,7.22,4
.hack//Versus: The Thanatos Report,"Action, Sci-Fi",1.0,6.27,4
Hentai Ouji to Warawanai Neko.,"Comedy, Romance, Supernatural",12.0,7.16,4
Kono Sekai no Katasumi ni,"Award Winning, Drama",1.0,8.22,3
Kirakira 5th Anniversary Live Anime: Kick Start Generation,UNKNOWN,1.0,6.31,4
Hyakujitsu no Bara: Jinginaki Nikukyuu-hen,"Boys Love, Erotica",2.0,6.63,4
Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,Fantasy,1.0,7.3,4
Wooser no Sono Higurashi,"Comedy, Fantasy, Slice of Life",12.0,6.19,4
Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,"Action, Comedy, Fantasy",10.0,7.44,4
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,"Action, Adventure, Fantasy",1.0,8.12,4
"Dakara Boku wa, H ga Dekinai. Recap","Comedy, Romance, Supernatural, Ecchi",1.0,6.46,4
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,"Action, Comedy, Sci-Fi",1.0,8.91,4
Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,"Adventure, Comedy, Mystery",1.0,6.58,3
Kyousou Giga (2012),"Action, Fantasy",5.0,7.13,4
Hyakka Ryouran: Samurai Bride,"Action, Comedy, Ecchi",12.0,6.72,4
Kotoura-san,"Comedy, Drama, Romance",12.0,7.17,3
Kremlin,Comedy,5.0,5.1,4
Kagaku na Yatsura,"Comedy, Romance, Sci-Fi, Ecchi",1.0,5.67,4
Magical Suite Prism Nana,UNKNOWN,7.0,5.74,4
Oyakodon: Oppai Tokumori Bonyuu Tsuyudaku de,Hentai,1.0,6.68,4
Arcana Famiglia: Capriccio - stile Arcana Famiglia,Romance,1.0,6.75,4
Gintama': Enchousen,"Action, Comedy, Sci-Fi",13.0,9.03,4
Antinotice,UNKNOWN,1.0,5.72,4
Natsu-iro Kiseki: 15-kaime no Natsuyasumi,Slice of Life,1.0,6.76,3
"Kore wa Zombie desu ka? of the Dead: Hai, Minotake ni Attemasu","Action, Comedy, Supernatural, Ecchi",1.0,7.43,4
"Kono Danshi, Ningyo Hiroimashita.","Boys Love, Fantasy",1.0,7.29,4
High School DxD New,"Action, Comedy, Romance, Ecchi",12.0,7.48,4
Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!,UNKNOWN,1.0,6.47,4
Sakura,Fantasy,1.0,5.19,4
Kuroko no Basket NG-shuu,"Comedy, Sports",9.0,7.66,4
Yu☆Gi☆Oh! Zexal Second,"Action, Fantasy",73.0,6.87,4
Shining Hearts: Shiawase no Pan Specials,Fantasy,6.0,5.96,4
Bokura no Hero,UNKNOWN,1.0,5.22,4
24H,UNKNOWN,9.0,4.64,4
Wamono,UNKNOWN,1.0,5.2,4
Yakimochi Caprice,Slice of Life,2.0,4.86,3
Yumekuri,Slice of Life,1.0,5.44,3
Tsugou no Yoi Sexfriend?,Hentai,4.0,7.4,4
Unsweet: Netorare Ochita Onna-tachi,Hentai,1.0,6.45,4
